text	tag
My husband was the only one with the combination to this safe.  I knew about it, but as far as I was concerned it was none of my business.  Not till now, that is.	dialogue
I wear a gun when I can tell a client expects me to.  Other than that, there's never any reason.	dialogue
Do you carry a gun, Mr. Welles?	dialogue
We were married forty-five years. Hard even for me to imagine.  We had our troubles.  There were plenty of places for him to be other than here, but he was always loyal to me, and I to him.  I loved him deeply.	dialogue
Mostly.  That's where he started his empire building.  He was a good man.  Notorious as an eccentric, but that was something he cultivated.  He wanted to be legendary.	dialogue
I'll do whatever I can to help.	dialogue
His passing has left me with... something of a dilemma.  A terrible, terrible dilemma.	dialogue
As you know, my husband passed away recently.  Two weeks ago now.	dialogue
You are highly recommended.  Praised for your discretion... your strict adherence to confidentiality.	dialogue
I've been privileged to provide services for people I admire.	dialogue
I've spoken to friends of mine and my husband's, in Harrisburg, in Lancaster and Hershey.  Asking about you.  I must say you have friends in influential places.	dialogue
He's a lawyer.  Please, sit, here...	dialogue
Have a pleasant evening.  Will you have tea, Mister Welles?	dialogue
Apparently Mr. Longdale has something he feels he simply must say before you and I speak.	dialogue
Mister Welles. You're very prompt.	dialogue
They murdered her, Mrs. Mathews, I'm sorry.  It happened a month after she ran away.  She's been dead all this time...	dialogue
Why... why are you doing this to me... ?	dialogue
They killed her, and they took her out in the forest somewhere and they buried her...	dialogue
He raped her and...and...and he murdered her...he cut her up with knifes...	dialogue
They brought her into the room... one man, he put a knife to her throat and he raped her...	dialogue
Someone... some men, they took your daughter and they drugged her, and they took her to a motel room... they did terrible things to her...	dialogue
Mrs. Mathews, your daughter is dead. She's dead.	dialogue
She went to California, to Los Angeles... she wanted to start over. She wanted to be an actress...	dialogue
What are you talking about... ?	dialogue
I have to tell you something.  It won't be easy for you to hear.  It's about your daughter... Mary Anne...  When I... when I was there with you, her diary, in your attic, in silverware.  If you read it, you'll know what I'm telling you is true...	dialogue
I remember.  You just left...	dialogue
Mrs. Mathews?  It's Thomas.  Do you remember, I was there a few weeks ago... asking about your daughter...	dialogue
What am I supposed to do?  Forget her?  Time heals all wounds, right?  She's all I think about, and I've learned to live with that.  But, you want the truth... the real truth? If I had a choice... if I had to choose, between her being out there, living a good life and being happy, and me not knowing; never finding out what happened to her...  ... or her being dead and me knowing...  I'd choose to know.	dialogue
I think about it everyday.  But, every time the phone rings... every single time, I still think it's her.	dialogue
You were right.  I didn't find anything.  I'm going to run and get something to eat. Are you hungry?	dialogue
You're probably right, and I probably won't find anything. I don't have a right to ask this, and you can kick me out of your house if you want, but this is my profession and there's a part of me that can't let it go.  Police are just as human as you or I.  They could have missed something.  They probably didn't.  Wouldn't you rather know?	dialogue
My husband never laid a hand on her. She would have told me... she would have told me...	dialogue
Will you let me look?	dialogue
How... how can you say that to me...?	dialogue
If the police focused their search in her room, her belongings, well that'd be only natural, but they may have been looking in the wrong place.	dialogue
No.  You don't have any reason to think that...	dialogue
It is possible... and I know this isn't something you want to hear. Your daughter may have tried to hide a note where she thought you would eventually find it, but where she knew your husband would never find it.  She might have wanted to tell you something...	dialogue
I don't know.  I think so.	dialogue
Do you think the police did a good job?	dialogue
There wasn't one.  The police looked.	dialogue
It's not really my place, but it's not easy for me to set aside the private detective part of me either. See, I know a little about missing persons.  When kids run, they almost always leave a note.  It's guilt. They want to say goodbye.	dialogue
I've got what I need for my report. There is... there is one thing that bothers me though.	dialogue
Doesn't make much sense, does it? When everything's happy, when life's fine and you have every reason to believe there's a God, you don't bother.  Then, something horrible happens... that's when you start praying all the time.  That's when you start going to church.	dialogue
I... I shouldn't take anymore of your time.  Maybe we can finish tomorrow.  I'll call tomorrow...	dialogue
People remember me from the news.  Can you drive me back now?	dialogue
No one knows what it's like.  You can't even imagine how much it hurts.	dialogue
I had to ask.  I apologize.	dialogue
You try going through what we did. Bob couldn't take it, that's all. Christ, there's times when it still seems like I can't either.	dialogue
There wasn't anything like that. The police and the FBI people asked, but there wasn't anything happened like that, never.  My husband... his heart broke when Mary left...	dialogue
You have to forgive me, but in these circumstances... with your daughter...  Were there any indications of... any sort of abuse?	dialogue
It got to be too much for him.	dialogue
Why do you think he did it?	dialogue
We were divorced by then.  Things fell apart... he was living with a friend...	dialogue
September 4th, 1993.  About a year after Mary disappeared.	dialogue
If there's anything you feel uncomfortable talking about, tell me, but I have to ask.  Your husband... he committed suicide?	dialogue
What was she running from?	dialogue
She didn't seem herself.  For months there never was any way to get her to talk about it.  One night we went to bed... the next morning she was gone.  She took some clothes.	dialogue
She just seemed... depressed... ?	dialogue
So, she didn't leave a note?  She never gave any indication where she might go, before she left?	dialogue
You probably expect me to be wearing a trench coat and a hat.  Drinking whiskey, chasing women and getting beaten up by guys with broken noses. Want to know what it's really like? It's sitting in a car and staring at a hotel window for three days straight, pissing in a plastic bottle, pardon me, because some guy thinks his wife's cheating on him. Glamorous, huh?  And the guy who hired you, he has a hair-lip, dandruff and crooked teeth, and you could have told him the minute you laid eyes on him his wife's cheating, and you don't blame her.	dialogue
I didn't think there were private detectives anymore, except on TV.	dialogue
That's exactly what I am.	dialogue
They hired you.  You're like, a private detective?	dialogue
It's very important you don't let this raise your expectations.  It's not going to effect any ongoing efforts.  All I'm saying is, please know, I'm not here to create any false hope.	dialogue
Well, I'm following up on your daughter, Mary, height; five four, weight; hundred ten pounds, brown eyes, blonde hair.  Born April 24, 1976.  Missing June 11th, 1992.  A runaway, that's how she's listed. Is this information correct... ?	dialogue
Right, Agent Cole told me he'd call and let you know to expect me.  He didn't call?	dialogue
What was the name... ? I've got it here somewhere...	dialogue
These volunteer organizations are sort of interconnected, functioning hand in hand with law enforcement. The R.C.M.P. brought me in to review their investigations...  ... fact-check their records, see if there's anything they missed, anything they should be doing different.  I'm here for a few days, before I head back up to Virginia. These reports go to the Justice Department eventually.  I spoke to your F.B.I. contact a few days ago, uh...	dialogue
I'm sorry, let me explain, the R.C.M.P. is a support organization and archive, not unlike the Center for Missing and Exploited Children in Washington.  I'm sure you've dealt with them before?	dialogue
I don't understand, who are... ?	dialogue
I've been hired as an independent contractor by the U.S. Resource Center for Missing Persons as part of an internal audit.  If you have any time over the next few days, I'd like to make an appointment to ask some questions about the disappearance of your daughter.	dialogue
Hello, Mrs. Mathews, my name's Thomas Jones, I'm a state licensed investigator...	dialogue
She was the kindest, sweetest girl you'd ever want to meet.  Oh, I adored her.  I supposed I always hoped she'd be back.  After a time, all I could do was pray she had moved on to better things.  Can you get this suitcase to her parents, if you think it's appropriate?	dialogue
Whatever possessed you to keep this all this time?	dialogue
That's her suitcase.  I had forgotten it, till you showed me her picture.	dialogue
Those are her belongings.	dialogue
I'm trying to find out.  She was a runaway.  I'm looking into it for her parents.	dialogue
Do you know what happened to her?	dialogue
Yes.  I remember her.	dialogue
You... you do?  You're sure? Please, Sister, will you take another look, make sure...	dialogue
Yes... I remember Mary	dialogue
Certainly, Senator.  If I can ever be of further assistance.	dialogue
Yes, Mister Welles, thank you.	dialogue
The um... you'll find my invoice in the envelope. If that's all...	dialogue
He's an imbecile.  I tried to warn my daughter, but what can you do?	dialogue
None too discreet, is he?	dialogue
Your son-in-law dealt with the dry cleaning franchise during the day, saw that woman every night.  The specifics are in the report, and information about the woman.  It's unpleasant, I know.  I apologize...	dialogue
Yeah, I know the spiel.  If you could bag it, I'll be on my way, thank you.	dialogue
I'm required by state law to inform you that, while it's perfectly legal for you to purchase these items, it is illegal for you to use them for any sort of...	dialogue
Alright.  May I have your phone number, area code first?	dialogue
Excellent.  we accept MasterCard and American Express.	dialogue
Okay, I'll take it all.	dialogue
Then we'll stay up together.	dialogue
Figure it out?!?!  I'll be insane before I figure it out.  The only thing I'm sure of is that I can't go to sleep.  Not while he's using me.	dialogue
I haven't slept much either.  Since Kristen...	dialogue
I can't go back to sleep again.	dialogue
Yeah, or turn you into toast.	dialogue
It is...was. It's a zapper, it might help me stay awake.	dialogue
Hey, since when do you play Thomas Edison?  This looks like Sheila's.	dialogue
Doesn't the dream master work for you anymore?	dialogue
I heard you screaming.  Was it a bad one?	dialogue
Kincaid and Joey died last night.	dialogue
Alice, you think you can leave?	dialogue
Never say can't.  Just do what I do.	dialogue
Look, you gotta stand up for yourself. Learn to fight back.	dialogue
But she wouldn't let Dad treat me like that.	dialogue
Yeah.  She'd be half as strict as you.	dialogue
The mirror.  You can't see yourself in it.	dialogue
Don't you think it kind of defeats the purpose?	dialogue
You'll hear all kinds of stories. They'll tell you it was murder, but it wasn't.	dialogue
Kristen, what happened?	dialogue
When I used to have nightmares.  I brought my friends in to help me.  Until they all started dying.	dialogue
When they're all you have, you kinda become an expert.	dialogue
How'd you learn so much about dreams?	dialogue
I daydream.  you have to dream about some place fun.  Remember you're in control.	dialogue
Great, you wouldn't happen to know his phone number?	dialogue
No really, it's a fable.  The 'guardian of good' dreams.  It was like my teddy bear when I was growing up.	dialogue
Sounds like a game show host to me.	dialogue
My mom taught me when I was little.  Did you ever hear of the dream master?	dialogue
I love to dream, I just hate ones about my dad.	dialogue
Yeah, I'm not so sure.	dialogue
I'm sure they're around.	dialogue
Have you seen Joey and Kincaid!  God, I can't find them.  I can't find them anywhere.	dialogue
Here you are.  Where were you this morning?  Rick's looking all over for you.	dialogue
Saw who? I was up all night cramming for this physics test, and I was putting this little baby together.  Look...	dialogue
Then you saw him, too?	dialogue
You've been up all night?	dialogue
We have matching luggage.	dialogue
Ohhhhbaby, I am dead on my feet.	dialogue
Maybe you shouldn't be working here so much.  You don't want to get stuck waiting tables for the rest of your life.	dialogue
I know.  I hardly have any time to study.	dialogue
I gotta get to the library before it closes.  Killer physics test.	dialogue
Save it for later.  Come on!	dialogue
Debbie.  She's gone.  I've...collected her, like the others.	dialogue
What the hell was that?	dialogue
Something's wrong here.  It feels like...	dialogue
You know, I get the weirdest feeling we've been through this before.	dialogue
He's going after Debbie.  I gotta stop him.	dialogue
It's okay, we're just about there.	dialogue
As long as your driving doesn't kill us.	dialogue
Cut that shit out.  Maybe before, but not now. I want to help you. I'm on your side.	dialogue
You just feel sorry for me.	dialogue
Hey, you're not alone.  We have to stop him, I'm with you.	dialogue
He's going after Debbie, I gotta stop him.	dialogue
Try what other kids did.  Keep each other awake.  We'll meet at Debbie's tonight. At least if we don't sleep he can't get us.	dialogue
Then what else can we do?	dialogue
Yeah, right.  Let's trade death by Freddy for life in a rubber room.  Adults won't see it. They can't.	dialogue
Why can't we just talk to the authorities?	dialogue
You don't really get it.  He's not a nightstalker.  It'll take more than bench presses to beat him.	dialogue
I don't think so.  I guess this is my own war.	dialogue
Is there something we can do?	dialogue
Kristen was the last child left of the people who killed Freddy.  Maybe Freddy can't get to new kids without someone like me.  Someone to bring them to him.	dialogue
Alright, let's assume this whole thing is true. Why does Freddy all of a sudden need you?	dialogue
How long have you been awake?	dialogue
The story is, the deaths you can't argue with.	dialogue
No offense, or anything, but it's kind of hard to swallow.	dialogue
Look, you know why, you just don't believe me.	dialogue
I've been working double shifts.	dialogue
Kristen's story really got to her.	dialogue
No, don't!  I gave Sheila to him and now she's dead!	dialogue
I was there in the dream.  He took her. It was awful.  It was awful...	dialogue
It was no suicide.  It was not an accident.  It was Freddy, and he's coming back for seconds, thirds, and fourths.	dialogue
I thought it was an accident.  Smoking in bed.	dialogue
Tell him I was looking for him, okay?  I'm Dan.	dialogue
Rick stayed later after school with Kristen.  She wasn't feeling very well.	dialogue
You're his sister, right?	dialogue
I saw it. It was my dream.  I brought Sheila in...	dialogue
Asthma attack...what 17-year old has a fatal asthma attack?  She was gonna be a doctor.	dialogue
Give her time.  Beauty is skin deep.	dialogue
I think Sheila's more interested in dissecting bodies than just admiring them.	dialogue
Alright, I think I see salvation...	dialogue
What else?  You ever look over this town's history?  Not a safe place to be a teenager.  Anyway, if I'm next, watch your back.	dialogue
She's blaming herself for Sheila.  I know how it feels.  I've been thinking about Kristen.  Maybe I could've stopped it, if I'd listened.	dialogue
How she doing?  I ran into her last night.	dialogue
She knew she was gonna die.	dialogue
Hey man, we're all sorry...	dialogue
Now it gets weird.  She says he comes back in dreams.  If he kills you there, you're dead for real.	dialogue
It pissed off a lot of parents. According to Kristen, they hunted him down; roasted him alive.	dialogue
She told us the story of Freddy.  It's a town legend.  He was a child killer who was freed on a technicality.	dialogue
So what's up?  What'd I miss?	dialogue
Excuse me, ladies.  I'll just be a moment.	dialogue
Mother, you've just murdered me.  Take that to your goddamn therapy...	dialogue
Honey, we went over this in therapy.	dialogue
Sorry!! Sorry that you and your tennis pals torched this guy who's now after me. In case you haven't been keeping score, it's his fucking banquet, and I'm the LAST COURSE!!	dialogue
I'm sorry honey, but...	dialogue
Your distraught.  It'll help...	dialogue
What's wrong with me?	dialogue
You're just tired.  Don't think I haven't noticed your not sleeping.  That has to stop, honey.	dialogue
Well Mom, I'll tell ya, when two of your friends die the same day, you let me know what it does to your appetite.	dialogue
Something the matter with the cuisine?	dialogue
I told you you can't help.  This isn't a normal nightmare. I'm doomed.	dialogue
It's okay, babe.  We're with you.	dialogue
It's no just a house. It's his home. He's waiting there for me...to dream.	dialogue
It's no story.  It happened.  Freddy's real and he's back.	dialogue
I though Freddy was just an old town story.	dialogue
Now you know who and what Freddy really is.	dialogue
Oh God!  He killed them!	dialogue
When dad's popping aspiring like popcorn, it's avoid-all-contact-day.	dialogue
Avoid-all-contact-day.	dialogue
Something wrong with the stairs?	dialogue
You don't get it, he's after me...	dialogue
You just stay put.  You need rest.	dialogue
I gotta get out of here.	dialogue
You had a nasty bump.	dialogue
Yeah.  I guess so... What happened?	dialogue
You're not taking my baby!	dialogue
We know you've been through a lot but there's more than your feelings at stake here.	dialogue
What are you talking about?  My "condition"?...	dialogue
In your present condition, Alice, we're worried about your ability --	dialogue
And ours.  It's our grandchild.	dialogue
Look, I appreciate what you're offering, but no.  He is my responsibility.	dialogue
What I what?  Well, I've thought about it.  I plan to keep him.	dialogue
Frankly, dear, we wondered what you intend to do with our baby?	dialogue
He says it's easy.  Especially with sad people.  With closed-off people.	dialogue
It's where he hides out.  Inside.  That's how he found me.	dialogue
He's inside you, where he hides.	dialogue
Come on downstairs.  He won't hurt you. He needs us both.	dialogue
My friend, with the funny hand.	dialogue
Who says I don't like you?	dialogue
Who said I...wait, what?	dialogue
No you're not.  You don't even care about being a mom.  How come you don't think about me?	dialogue
Oh...I'm sure that's not true.  I'll bet she's very worried about you.  I would be.	dialogue
She doesn't want me around	dialogue
I don't think this is a nice place for you to be.  Maybe we should go find your Mom.	dialogue
Is that who you're waiting for?	dialogue
Been having bad dreams.	dialogue
Hi, you don't look very well.  Are you feeling all right?	dialogue
I could tell you were sad.  I just wanted to see if you were all right.	dialogue
How did you know that?	dialogue
I'm sorry your boyfriend got killed.	dialogue
It's lonely in there, in my room.	dialogue
Shouldn't you be in your room, Jacob?	dialogue
There you go.  Love you.	dialogue
You don't dream him up, he can't hurt you.  Or me.  Or us.  Remember...	dialogue
You stopped it didn't you?  It was probably just a regular bad dream.	dialogue
No.  Well, not exactly...it's that...I felt like I wasn't in control.  For the first time since...all that.  I'm scared.	dialogue
He'll show up.  C'mon, what's really wrong?	dialogue
Nothing...it's just...I didn't see my father at the ceremony.	dialogue
Okay, babe.  What's the matter?	dialogue
They're coach seats, but the plane lands in Paris.  It's gonna be a helluva summer, hon!	dialogue
Jesus!  Don't do that!	dialogue
No!  I won't have you running around in the middle of the night.  You're coming home.	dialogue
No, I'm not.  I sort of hope it's a boy. Be nice to have a boy playing in the house again.	dialogue
You disappointed in me?	dialogue
Since my little girl became a mom...	dialogue
Since when are you such a smart shopper?	dialogue
Daddy, he's coming back...Krueger's coming back.  Make them understand.	dialogue
I'm so sorry, honey...	dialogue
It's just across the park.	dialogue
You sure you don't want a ride to work?	dialogue
Thanks for everything, Dad.	dialogue
It's the model you've been saving up for. I wanted you to have it for your trip.	dialogue
No.  A deal's a deal.	dialogue
That's in the past.  Unless you've stopped going to the meetings.	dialogue
I watched from behind the stands.  Didn't want to embarrass you, ya know.  "The drunk showed up", that kind of thing...	dialogue
I was afraid you weren't coming.	dialogue
That's okay.  He's got the rest of his life to catch up on his sleep.	dialogue
He sure loves to stay awake.	dialogue
You do good work, Alice.	dialogue
We've got to go to the asylum and find her body.  Mark said her soul's trapped with it -- that's why she can't come to me.  It must be!	dialogue
But how are we gonna --	dialogue
Jacob.  We've got to get to Amanda before it's too late.	dialogue
If they actually bothered to bury her.	dialogue
You think that's the place she's buried?	dialogue
Yeah...So that's him.  And you're not crazy.	dialogue
That's the only reason you're alive...	dialogue
Look...we're all tired.  None of us had any sleep since Friday night...	dialogue
Goddamn it, Yvonne!  You don't just run away from this guy!  He finds you in your dreams.	dialogue
All I know is that you are not doing yourself or the baby any good by acting like a crazy woman.  Why don't you take off - leave Springwood and cool out somewhere for a while?	dialogue
What do you think I'm doing?  Look.  Whether you believe it or not, Krueger is back.  He's after the baby and if I don't try to do something about it, who will??	dialogue
And so is your baby.  You've got more than just yourself to think of now!	dialogue
I am your friend, and I'm worried sick about you.  But, you're like a locked safe.  You've gotta start dealing with reality.	dialogue
I just can't figure out how he's getting in when I'm awake...	dialogue
I really think you need to calm down now, okay?	dialogue
Mark knows I'm not crazy.  Ask him to show you his hands.	dialogue
Oh, Alice...no.  Honey, I love you but you're going to have to get a hold of yourself...	dialogue
I think Krueger's trying to do something to it.	dialogue
You had me scared on the phone.  What's wrong with the baby?	dialogue
Why don't you two stick to reality.	dialogue
I don't understand what's happening. Krueger has to use my dreams, but he got to Dan and Greta while I was awake. How's he doing it?	dialogue
No accident.  I tried to warn all of you about Krueger.	dialogue
It was just an accident.  Like with Dan.	dialogue
When Dan died you weren't even asleep. You said so.  End of story.	dialogue
What's that got to do with it?	dialogue
They're waiting for us...but let's keep this dream stuff between you and me.	dialogue
Did everyone call everyone?	dialogue
He must've wandered up from the children's ward.  I just wondered what was wrong with him.	dialogue
There aren't any little boys on your floor.	dialogue
Have you visited the little boy on my floor?  Jacob, the one who looks kind of sad?	dialogue
Alice, it's no dream.  I'm sorry...Dan's dead.	dialogue
It was no accident.  It was Krueger.  He used to get in through my dreams, but not anymore.  He's found some other way.	dialogue
Yeah, before they revoke his diploma.	dialogue
Good to see you again, Mr. Grey.  I've got to go find Dan.	dialogue
No, the Dan part was nice...	dialogue
Dan keeping you up again?  Put a lock on that window, girl.	dialogue
Had kind of a long night.	dialogue
Hey, what's wrong with you -- let's see a smile.	dialogue
She killed herself.  Her soul's gonna be in torment.	dialogue
Empty plot.  Memorial stone.  Vacant. They never did put her under.  Cool, huh?	dialogue
But I've seen her grave.	dialogue
They couldn't prove it.  No body!  Nuns bumping themselves off is bad for business.	dialogue
That's what the newspapers thought.  She spent the rest of her life in the asylum. After Krueger's trial she flipped out and hung herself, so they thought.	dialogue
No, it's our problem, Mark.  If I don't deal with this, they really might try to take Jacob.  You said she committed suicide?	dialogue
That's their problem.	dialogue
Then we'll find another way.	dialogue
I couldn't do that, Mark.  He's my last link with Dan...No, I want him.	dialogue
I'm going to see what else I can find out about Mr. Fred Krueger	dialogue
Whoa, slow down.  How're you gonna hide from a guy like that, leave the planet?	dialogue
What, you named it already?	dialogue
Why don't I go make some coffee.  There's a lot to tell.	dialogue
Tell me some more about this Krueger guy.	dialogue
It wasn't her mother.  The only reason we're still here is that none of us has slept since the grad party.	dialogue
Maybe it was her mother who killed her, with all that Polly Perfect shit.	dialogue
Do you think I'm an idiot...for being in love with her?	dialogue
She must've fallen asleep at the table...	dialogue
I thought about that.	dialogue
I'm very fucking sorry, but Greta is dead today.  Could we interest you in someone else?	dialogue
I want to talk to both you guys about Greta.  And...	dialogue
Yeah.  I'm just aces.	dialogue
That's why it's my fault Dan's dead.	dialogue
I've got to write some of this down.	dialogue
Well we gotta do something!	dialogue
My dad's got this thing about drinking in the house.	dialogue
Greta, come on.  One burger with me?	dialogue
Not to mention the heartbreak of psoriasis.	dialogue
I think I'm starting to wear her down.  Have some anyway.	dialogue
Give up, Mark, it's hopeless.	dialogue
I don't believe this... All that gore you paint in the comics and you're squeamish?	dialogue
Oh man!  I could've gone all night without looking at that.	dialogue
Oh, he was this ancient guy I read about who like, killed his kids 'cause they didn't want to run the kingdom the way he thought they should.	dialogue
He's right.  Sometimes I feel like I'm living with Melicertes.	dialogue
You know my mother -- get real.  What about Alice's?	dialogue
That club sucks, they card everybody. Let's just party at your place.	dialogue
Pimples, heartburn, cellulite... and no modeling career.	dialogue
Meet me later.  Milkshakes.  Cherry pie. Banana splits.  And no mom!	dialogue
My undying love.  Have some.	dialogue
Next life.  Oh, what's that?	dialogue
Yeah, when are you gonna come to your senses?	dialogue
Bottom line, Alice.  Anybody, supernatural or not, that wants to hurt you - he'll have to go through us first.	dialogue
Pushy parents can make you more than a bit crazy.	dialogue
Look.  Dan's parents were pushing him. Pushing him hard.  He was bitching about it at the party last night.  He was under pressure.  We all are.	dialogue
I want to talk about the baby.	dialogue
Stop saying that, it's bullshit.	dialogue
Nah.  It's getting too cold for me, and my wonderful mother will kill me if I screw up my hair.  She's got some model agency guy coming to dinner tomorrow night.	dialogue
Naah, I'm done.  Got to be on shift in a couple hours.  Aren't you going in?	dialogue
Have another one, sounds like you need it.	dialogue
That means they're gonna give me the key to the pool so I can lock up when I'm done.	dialogue
All right kids, I tell you what we're gonna do.  I've got swimming practice until six-thirty today...	dialogue
Makes you look like a nun--	dialogue
These things are wild...  What do you think?	dialogue
He invited me to his house last night.	dialogue
Stick around, please?	dialogue
I can't listen to this.	dialogue
I'm not finished - I loved Greta.  A lot. And if maybe, just maybe, someone or some thing killed her, I'd like to hear about it!	dialogue
Why don't you shut up and let her talk! Two of us died in the last two days, does that strike you as particularly normal?!	dialogue
Two hours a day, six days a week.	dialogue
Dan.  And he's taking Alice with him -- pretty good dive Yvonne.  You've been practicing.	dialogue
And his 'egghead' son!  We'll give 'em a <u>rough</u> <u>reception</u>, won't we?	dialogue
I wouldn't worry.  So long as we have boats like the Tiger Shark - and people like you, the Skipper, Dave, Kent, Sir Ian and my father -	dialogue
But if they <u>do</u>?	dialogue
Maybe - just 'maybe' - when their ship doesn't return - they'll decide not to come here, after all.	dialogue
Which is the one - we have to worry about?	dialogue
They're so remote - cold - beautiful, the stars.  But now - I wonder -	dialogue
However our ideas disagree, as I've said before, I'm <u>not</u> a coward!  And it happens you've got no choice:  Either <u>I</u> take you down there, in the Lungfish, or you don't get there -	dialogue
- any more than being the son of Captain Neilsen does!	dialogue
That's enough, Holloway.  I've told you before, wearing boards on your shoulders, and parading with a stiff spine doesn't auto- matically endow you with back- bone - !	dialogue
Then...this is a 'flying saucer?'	dialogue
Unidentified Flying Objects.	dialogue
You may not <u>win</u> them.  But without men like your father, to 'degrade' himself by fighting to preserve them - or as much as we have of them - they'd have disappeared, <u>long</u> ago!	dialogue
Peace - the dignity of man - the destiny of the human spirit!  Show me a man who says you win <u>those</u> by fighting wars, and <u>I'll</u> show you an idiot!	dialogue
You mean <u>nothing</u> is worth fighting for?	dialogue
Perhaps.  But the idea of willingly going to <u>school</u> to spend my <u>life</u> at a Paleozoic pastime that should have disappeared with the thunder-lizards - I'm referring to War - <u>that</u> strikes me as the <u>worst</u> cowardice of all - being spiritually yellow!	dialogue
You're really a mixed-up oddball, aren't you?	dialogue
That may be.  But Dad stays where <u>he</u> is, and I'm staying here!	dialogue
We're <u>all</u> risking our lives!	dialogue
Wearing a uniform doesn't bestow an automatic monopoly on courage, <u>Commander</u>!  It just so happens I'm <u>not</u> a coward - physical or mental - and before I'd risk my father's life...	dialogue
<u>You</u> said it.  But I won't argue -	dialogue
You 'trade school boys' are all alike, aren't you?  Anybody who doesn't happen to think like a little gold-braided puppet is, ipso facto, a coward!	dialogue
Your father can be in Nome, Alaska, tomorrow.  We have two choices: Ask them to send him out in a 'copter', and take you off, or the Shark can put back into Nome...	dialogue
What did you mean:  I'm 'out?'	dialogue
Dead?  Matter of fact, he's much better. He's left the hospital.	dialogue
My father!  He's not - ?	dialogue
Your 'out.'  This came for you.	dialogue
Not in two days.  Look:  Do you think I <u>wanted</u> to come?  If it didn't mean so much to Dad - proving his depth-explorer - it's the last thing I'd want!	dialogue
You could train someone else.	dialogue
And they thought <u>you</u> could re- place the Skipper?	dialogue
It was moderate.  He'll be all right.  But it was out of the question, his coming along.	dialogue
It was supposed to be.  Dad had a heart attack, two days ago.	dialogue
I should have suspectcd, when I heard that 'Doctor.'  I thought it was your father.	dialogue
What's goin' on in here, Lad? What - ?	dialogue
Here - keep these.  It wants me to come alone.	dialogue
We'll have to look for them later.	dialogue
Wonder where Powell and Carney are?	dialogue
Somewhere down there?	dialogue
Where do you think the voice you heard was coming from?	dialogue
Let's get back to work, and maybe we <u>will</u> be, soon.	dialogue
And if I didn't <u>know</u> better - I'd swear we were moving!	dialogue
You know - it <u>is</u>?	dialogue
Hey - you know somethin'?  It's getting lighter in here!	dialogue
Strange you didn't hear it. OMIT 274F	dialogue
I don't hear anything.  Maybe you've been down here too long.  Why don't you go back up and -	dialogue
Go back and tell Dr. Neilsen. Have him report to the Skipper.	dialogue
I think you're right.	dialogue
What's more important - there's our problem.  The bow ram - the sawteeth are holding the Shark in the break. If we can cut the ram, the Shark can pull herself loose!	dialogue
How about that! The bow drove half through her, but she sealed herself right up.	dialogue
Not <u>alone</u>, you're not!	dialogue
You all wait here.  I'm going inside, take a look.	dialogue
Reef and I can take the Explorer down, clamp it around the eye, and ---	dialogue
You've got to let us try, Skipper --	dialogue
Skipper!  Look at the depth gauge!	dialogue
Sounds like it!  Distress call, from a small freighter, between Ellesmere Island and Greenland. One mayday, then...nothing.	dialogue
'His' side?  I've seen it, all right. A nice, bright yellow!	dialogue
Have you ever talked to Carl - tried to see his side?	dialogue
But <u>they're</u> not Skipper Neilsen's son!  It broke his heart.  Then when some newspapers called Carl 'the honest, sincere son of a war-mongering father' - Captain Neilsen resigned from the Navy.  Oh, he still keeps his hand in - playing around with projects like the 'Lungfish' - but it broke him, all the same.	dialogue
A lot of people think like that.	dialogue
So all of a sudden his only son drops out of school, be- gins making noises like a pacifist.  A real egghead, do-gooder, and crackpot!  'Ban the atom tests!  Junk the nuclear subs!  Spend the mili- tary budgetfor peace!'	dialogue
One of the finest men, and officers, alive.  A real hero - in the best sense of the word - in World War Two.  He taught us Engineering and Design. Fought like a demon to develop atom subs.	dialogue
I guess Skipper Neilsen re- tired before you enrolled at the Academy, didn't he?	dialogue
I might have a son like <u>that!</u>	dialogue
You've asked why I stay a bachelor? There goes the best reason I know!	dialogue
Disappointing a <u>big</u> girl!	dialogue
What could be worse than disappoint- ing a little girl?	dialogue
<u>That's</u> the worst possible moment?	dialogue
At the worst possible moment. Tomorrow is Janie's birthday. Poor little kid has looked forward for two months to having her Daddy home.  Now -	dialogue
So they caught up with you, too?	dialogue
Helen.  I appeal to you -	dialogue
But Julie's a nice girl, and I've seen you work.  She deserves a fighting chance!	dialogue
Now, Dave Old Buddy, you know you're exaggerating -  What do you think of this husband of yours?  On most boats a certain loyalty exists between the Exec and his Navigation and Firing Officer.  But unfortunately, in the case of Lieutenant Dave Milburn of the Tiger Shark and myself -	dialogue
Sidearms?  But the saucer's dead.	dialogue
With their underwater experience, they'll be invaluable.  Take sidearms, and flare pistols --	dialogue
You better take Powell and Carney with you --	dialogue
Right at our one-eyed friend!	dialogue
What course, Skipper?	dialogue
A mass of jelly-like stuff came out of the thing, and caught our torpedo!	dialogue
Speed...about twenty-two knots. Course...due north!	dialogue
Seems to be all around...	dialogue
Is there any way out of it?	dialogue
Get ready.  We shove off as soon as Griff reports all the crew aboard.	dialogue
We're dead in the water.  But it indicates we're moving!	dialogue
The inertial navigation system. Must have been knocked out in the crash.	dialogue
Skipper - could you take a look here...?	dialogue
All internal repairs completed, and Frogmen report exterior damage minor.	dialogue
Excuse me, Skipper---	dialogue
